id,title,price,brand,list,availability,code,size,os,model_cpu,freq,ram_size,hard_typee,storage,videocard,videocard_type,videocard_mem,code2
s213,"Ультрабук Apple Macbook Air 13"" i5 1,6/8Gb/256GB SSD Gold (MVFN2)",529990,Apple,Ноутбуки,Нет в наличии,371612,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,617,SMA (выделяется из операт. памяти),(MVFN2)
s214,Ноутбук Acer Aspire 3 A315-55KG I345MN (NX.HEDER.03S),239990,Acer,Ноутбуки,Нет в наличии,467029,"15,6″ - 39,62 см",Linux,Intel® Core™ i3-8130U,2.2 ГГц,4 ГБ,HDD,500 Гб,GeForce MX,130,2 ГБ,(NX.HEDER.03S)
s215,Ноутбук Lenovo IdeaPad 3 L340-15IRH (81LK00K5RK),384990,Lenovo,Ноутбуки,Нет в наличии,467055,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,8 ГБ,HDD + SSD,HDD 1 Тб + SSD 128 Гб,GeForce GTX,1650 Super,4 ГБ,(81LK00K5RK)
s216,Ноутбук Asus ROG Strix G G531GU-AL065 (90NR01J3-M08960),599990,Asus,Ноутбуки,Нет в наличии,392641,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,512 ГБ,GeForce GTX,1660 Ti,6 ГБ,(90NR01J3-M08960)
s217,Ноутбук Acer Aspire 3 A315-42 (NX.HF8ER.027),179990,Acer,Ноутбуки,Нет в наличии,467403,"15,6″ - 39,62 см",Linux,AMD Athlon II 300U,2.4 ГГц,4 ГБ,HDD,500 Гб,Radeon,540X,2 ГБ,(NX.HF8ER.027)
s218,Ноутбук Asus UX434F 90NB0MQ5-M07700,459990,Asus,Ноутбуки,Нет в наличии,456815,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i5-10210U,1.6 ГГц,16 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,,
s219,Ноутбук Lenovo IdeaPad 3 330-17IKB (81DK0088RK),254990,Lenovo,Ноутбуки,Нет в наличии,467053,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3-7130U,2.7 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,110,2 ГБ,(81DK0088RK)
s220,Ноутбук Acer Aspire 3 A315-55KG-38C9 (NX.HEHER.019),239990,Acer,Ноутбуки,Нет в наличии,393474,"15,6″ - 39,62 см",Windows 10 Home,‎Intel® Core™ i3-7020U,2.3 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,MX130,2 ГБ,(NX.HEHER.019)
s221,Ноутбук Asus FX705D 90NR02B1-M02050,349990,Asus,Ноутбуки,Нет в наличии,456816,"17,3″ - 43,94 см",DOS,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,512 ГБ,Radeon Vega 8,1650 Super,4 ГБ,
s222,Ноутбук Lenovo Ideapad 530S-14ARR (81H10016RU),279990,Lenovo,Ноутбуки,Нет в наличии,87202,"14″ - 35,56 см",Windows 10 Home,AMD Ryzen 5 2500U,2.0 ГГц,8 ГБ,SSD,256 Гб,Radeon,Vega 8,SMA (выделяется из операт. памяти),(81H10016RU)
s223,Ноутбук Acer Extensa EX215-51KG i341TMW (NX.EFQER.00L),259990,Acer,Ноутбуки,Нет в наличии,460103,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3-8130U,2.2 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,130,,(NX.EFQER.00L)
s224,"Ноутбук Apple MacBook Pro 13.3″ Touch Bar  i5 1,4/8Gb/256GB SSD Space Grey (MUHP2)",629990,Apple,Ноутбуки,Нет в наличии,373847,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8257U,1.4 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,645,1.5 ГБ,(MUHP2)
s225,Ноутбук Asus Laptop 15 M509D A41TUN (90NB0P52-M19090),159990,Asus,Ноутбуки,Нет в наличии,463047,"15,6″ - 39,62 см",DOS,AMD Athlon™ Silver 3050U,2.3 ГГц,4 ГБ,HDD,1 ТБ,Radeon,Vega 3,,(90NB0P52-M19090)
s226,Ноутбук Acer Swift 5 SF514-54T (NX.HLGER.001),459990,Acer,Ноутбуки,Нет в наличии,462628,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i7-1065G7,1.3 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,HD Graphics,2 ГБ,(NX.HLGER.001)
s227,Ноутбук Apple MacBook Air 13″ i5 /8GB/256GB SSD Silver (MREC2) 2018,628490,Apple,Ноутбуки,Нет в наличии,85846,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,617,,(MREC2)
s228,Ноутбук Acer Predator Triton 500 PT515-52-705M (NH.Q6WER.004),1399990,Acer,Ноутбуки,Нет в наличии,462678,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-10750H,2.6 ГГц,32 Гб,SSD,2 Гб,GeForce RTX,2080 Super,8 ГБ,(NH.Q6WER.004)
s229,"Ноутбук Acer Aspire 3, A315-54K-348J, Black, (NX.HEEER.007)",169990,Acer,Ноутбуки,Нет в наличии,393478,"15,6″ - 39,62 см",Linux,‎Intel® Core™ i3-7020U,2.3 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,620,SMA (выделяется из операт. памяти),(NX.HEEER.007)
s230,Ноутбук Acer Swift 3 SF314-57-33AB I385UW (NX.HJ7ER.002),319890,Acer,Ноутбуки,Нет в наличии,462667,"14″ - 35,56 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,,,(NX.HJ7ER.002)
s231,Ноутбук Asus VivoBook Flip (TP412UA-EC056T),235090,Asus,Ноутбуки,Нет в наличии,82427,"14″ - 35,56 см",Windows 10 Home,‎Intel® Core™ i3-7020U,2.3 ГГц,4 ГБ,SSD,256 Гб,Intel HD Graphics,620,,(TP412UA-EC056T)
s232,"Ультрабук Apple Macbook Pro 13'' Touch Bar i5 2,4/8/256SSD Space Grey (MV962)",769990,Apple,Ноутбуки,Нет в наличии,371617,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8279U,2.4 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,655,SMA (выделяется из операт. памяти),(MV962)
s233,Ноутбук Apple MacBook Air 13″ i5 1.6/8Gb/128Gb SSD Silver (MREA2),499990,Apple,Ноутбуки,Нет в наличии,85843,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,128 ГБ,Intel UHD Graphics,617,,(MREA2)
s234,Ноутбук Asus Laptop X509FB-BR015T Slate Gray (90NB0N02-M01220),239990,Asus,Ноутбуки,Нет в наличии,312500,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-8265U,1.6 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,MX 110,2 ГБ,(90NB0N02-M01220)
s235,Ультрабук Apple MacBook 12″ Core M3/8GB/256GB Gold (MRQN2),383790,Apple,Ноутбуки,Нет в наличии,355864,"12″ - 30,48 см",MacOS X,Intel® Core™ M3-7Y30,1.2 ГГц,8 ГБ,SSD,256 Гб,Intel HD Graphics,615,,(MRQN2)
s236,"Ультрабук Apple Macbook Pro 13"" Touch Bar i5 2,4/8/256SSD Silver (MV992)",799990,Apple,Ноутбуки,Нет в наличии,371618,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8279U,2.4 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,655,,(MV992)
s237,Ультрабук Lenovo IdeaPad 5 S540-13API (81XC0009RK),239990,Lenovo,Ноутбуки,Нет в наличии,467054,"13,3″ - 33,78 см",Windows 10,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,256 Гб,Radeon,Vega 8,,(81XC0009RK)
s238,"Ноутбук Acer Aspire 3, A315-55G-575W, Black, NX.HEDER.027",259990,Acer,Ноутбуки,Нет в наличии,393479,"15,6″ - 39,62 см",Linux,Intel® Core™ i5-8265U,1.6 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,,2 ГБ,(NX.HEDER.027)
s239,Ноутбук Acer Swift 3 SF314-57G (NX.HJEER.001),419990,Acer,Ноутбуки,Нет в наличии,462627,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i7-1065G7,1.3 ГГц,8 ГБ,SSD,256 Гб,GeForce MX,250,2 ГБ,(NX.HJEER.001)
s240,"Ноутбук Apple MacBook Pro Touch Bar 15.4″ i7 2,2/16/R555X/256SSD Space Grey(MR932)",1010490,Apple,Ноутбуки,Нет в наличии,81124,"15,4″ - 39,12 см",macOS High Sierra,Intel® Core™ i7-8750H,2.2 ГГц,16 ГБ,SSD,256 Гб,Radeon Pro,555X,4 ГБ,(MR932)
s241,Ноутбук Lenovo Yoga S940 (81Q8005VRK),754990,Lenovo,Ноутбуки,Нет в наличии,456860,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i7-1065G7,1.3 ГГц,16 ГБ,SSD,512 ГБ,Intel HD Graphics,630M,SMA (выделяется из операт. памяти),(81Q8005VRK)
s242,Ноутбук Acer Aspire 3 A315-54 I345SUN (NX.HEFER.01J),209990,Acer,Ноутбуки,Нет в наличии,467404,"15,6″ - 39,62 см",Linux,Intel® Core™ i3-8145U,2.1 ГГц,4 ГБ,SSD,512 ГБ,Intel UHD Graphics 620,620,,(NX.HEFER.01J)
s243,Ноутбук Acer Extensa EX2519 (NX.EFAER.12C),174990,Acer,Ноутбуки,Нет в наличии,467031,"15,6″ - 39,62 см",Linux,Intel® Pentium® N3710,1.6 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,405,,(NX.EFAER.12C)
s244,"Ноутбук Acer Aspire 3, A315-54-336C, Black, NX.HEFER.01D",199990,Acer,Ноутбуки,Нет в наличии,393477,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i3-8145U,2.1 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,,( NX.HEFER.01D)
s245,"Ноутбук Apple MacBook Pro 13.3″ Touch Bar i5 2,3/8/256SSD Silver (MR9U2)",719890,Apple,Ноутбуки,Нет в наличии,81449,"13,3″ - 33,78 см",macOS High Sierra,Intel® Core™ i5-8259U,2.4 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,655,SMA (выделяется из операт. памяти),(MR9U2)
s246,Ноутбук Acer ConceptD 3 CN315-71-52E1 (NX.C57ER.002),599990,Acer,Ноутбуки,Нет в наличии,462682,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-9300H,2.4 ГГц,16 ГБ,SSD,1 ТБ,GeForce GTX,1650 Super,4 ГБ,(NX.C57ER.002)
s247,"Ноутбук Acer Aspire 3, A315-55G-54HZ, Black, (NX.HEDER.03A)",329990,Acer,Ноутбуки,Нет в наличии,393481,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i5-8265U,1.6 ГГц,8 ГБ,SSD,512 ГБ,GeForce MX,M230,2 ГБ,(NX.HEDER.03A)
s248,Ноутбук Asus S530FN-BQ050T,253490,Asus,Ноутбуки,Нет в наличии,87533,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-8265U,1.6 ГГц,8 ГБ,SSD,256 Гб,GeForce MX,MX150,2 ГБ,
s249,Ноутбук Lenovo Ideapad S145-15IWL (81MV00RCRK),263990,Lenovo,Ноутбуки,Нет в наличии,392609,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i5-8265U,1.6 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,MX 110,2 ГБ,(81MV00RCRK)
s250,"Ультрабук Apple MacBook Air 13"" i5 1,6/8Gb/256GB SSD Silver (MVFL2)",585890,Apple,Ноутбуки,Нет в наличии,371611,"13″ - 33,02 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,617,SMA (выделяется из операт. памяти),(MVFL2)
s251,Ноутбук Acer Aspire 3 A315-42 (NX.HF9ER.019),159990,Acer,Ноутбуки,Нет в наличии,467402,"15,6″ - 39,62 см",Linux,AMD Athlon II 300U,2.4 ГГц,4 ГБ,HDD,500 Гб,Radeon RX,Vega 3,,(NX.HF9ER.019)
s252,"Ультрабук Apple Macbook Pro 15″ Touch Bar i7 2,6/16/256SSD Space Gray (MV902)",899990,Apple,Ноутбуки,Нет в наличии,306398,"15,4″ - 39,12 см",MacOS X,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,256 Гб,Radeon Pro,555X,4 ГБ,(MV902)
s253,"Ноутбук Apple MacBook Pro Touch Bar 15.4″ i7 2,6/16/RX560/512SSD Silver (MR972)",1199990,Apple,Ноутбуки,Нет в наличии,81126,"15,4″ - 39,12 см",macOS High Sierra,Intel® Core™ i7-8850H,2.6 ГГц,16 ГБ,SSD,512 ГБ,Radeon Pro,560X,4 ГБ,(MR972)
s254,Ноутбук Lenovo Ideapad S145-15IWL (81MV0115RK),174590,Lenovo,Ноутбуки,Нет в наличии,392608,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i3-8145U,2.1 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,MX 110,2 ГБ,(81MV0115RK)
s255,Ноутбук Acer AS5745G-434G50Mi,102990,Acer,Ноутбуки,Нет в наличии,44261,"15,6″ - 39,62 см",Windows,Intel® Core™ i5-2430M,2.26 ГГц,4 ГБ,HDD,500 Гб,GeForce GT,330M,1 ГБ,
s256,Ноутбук ASUS Laptop 15 M509D R381TUN (90NB0P51-M01550),179990,Asus,Ноутбуки,Нет в наличии,459821,"15,6″ - 39,62 см",DOS,AMD Ryzen 3 3200U,2.6 ГГц,8 ГБ,HDD,1 ТБ,Radeon Vega 3,,,(90NB0P51-M01550)
s257,"Ноутбук Apple MacBook Pro Touch Bar 13.3″ i5 2,3/8Gb/512SSD Space Grey (MR9R2)",860090,Apple,Ноутбуки,Нет в наличии,81448,"13,3″ - 33,78 см",macOS High Sierra,Intel® Core™ i5-8259U,2.4 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,655,SMA (выделяется из операт. памяти),(MR9R2)
s258,Ноутбук Acer Nitro 5 AN515-43 R5161T5SGN (NH.Q6ZER.00E),399990,Acer,Ноутбуки,Нет в наличии,459773,"15,4″ - 39,12 см",DOS,AMD Ryzen 5 3550H,2.1 ГГц,16 ГБ,HDD + SSD,HDD 1 ТБ + SSD 512 ГБ,GeForce GTX,1650 Super,4 ГБ,(NH.Q6ZER.00E)
s259,Ноутбук Asus ROG Strix G531G 90NR01L3-M12880,379990,Asus,Ноутбуки,Нет в наличии,456817,"14″ - 35,56 см",DOS,Intel® Core™ i5-9300H,2.4 ГГц,16 ГБ,,,GeForce GFX,1650 Super,4 ГБ,
s260,Ноутбук Acer Aspire 3 A315-42G R581TMW (NX.HF8ER.038),279990,Acer,Ноутбуки,Нет в наличии,459770,"15,6″ - 39,62 см",Windows 10,AMD Ryzen 5 3500U,2.1 ГГц,8 ГБ,HDD,1 ТБ,Radeon,540X,2 ГБ,(NX.HF8ER.038)
s261,Ноутбук Acer Aspire 3 A315-42G R381TMN (NX.HF8ER.02P),219990,Acer,Ноутбуки,Нет в наличии,459769,"15,6″ - 39,62 см",DOS,AMD Ryzen 3 3200U,2.6 ГГц,8 ГБ,HDD,1 ТБ,Radeon,540X,2 ГБ,(NX.HF8ER.02P)
s262,"Ультрабук Apple Macbook Pro 15″ Touch Bar i9 2,3/16/512SSD Silver (MV932)",1399990,Apple,Ноутбуки,Нет в наличии,306401,"15,4″ - 39,12 см",MacOS X,Intel® Core™ i9-9880H,2.3 ГГц,16 ГБ,SSD,512 ГБ,Radeon Pro,560X,4 ГБ,(MV932)
s263,Ноутбук Lenovo Yoga 530-14IKB (81EK00QKRU),239990,Lenovo,Ноутбуки,Нет в наличии,87208,"14″ - 35,56 см",Windows 10 Home,‎Intel® Core™ i3-7020U,2.3 ГГц,4 ГБ,SSD,,Intel HD Graphics,620,,(81EK00QKRU)
s264,"Ультрабук Apple Macbook Pro 15"" Touch Bar i9 2,3/16/512SSD Space Grey (MV912",1449990,Apple,Ноутбуки,Нет в наличии,306400,"15,4″ - 39,12 см",MacOS X,Intel® Core™ i9-9880H,2.3 ГГц,16 ГБ,SSD,512 ГБ,Radeon Pro,560X,,(MV912)
s265,Ноутбук Lenovo IdeaPad S145 I341TUW (81W800KNRK),219990,Lenovo,Ноутбуки,Нет в наличии,463067,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,630M,SMA (выделяется из операт. памяти),(81W800KNRK)
s266,Ноутбук Acer Aspire 3 A315-23G-R029 A85MW (NX.HVRER.00F),199990,Acer,Ноутбуки,Нет в наличии,462659,"15,6″ - 39,62 см",Windows 10,AMD Athlon™ Silver 3050U,2.3 ГГц,8 ГБ,SSD,512 ГБ,Radeon,540X,2 ГБ,(NX.HVRER.00F)
s267,Ноутбук Acer Swift 3 SF314-54 I342UW (NX.GXZER.007),219990,Acer,Ноутбуки,Нет в наличии,452820,"14″ - 35,56 см",Windows 10,Intel® Core™ i3-8130U,2.2 ГГц,4 ГБ,SSD,256 Гб,Intel UHD Graphics,620,,(NX.GXZER.007)
s268,"Ультрабук Apple Macbook Pro 13 Touch Bar i5 2,4/8/256SSD Silver (MV992)",949990,Apple,Ноутбуки,Нет в наличии,306403,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8279U,2.4 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,655,SMA (выделяется из операт. памяти),(MV992)
s269,Ноутбук Asus ROG Strix G512L I7161TSGN (90NR04D1-M03840),599990,Asus,Ноутбуки,Нет в наличии,474555,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-10750H,2.6 ГГц,16 ГБ,SSD,1 ТБ,GeForce RTX,2060,6 ГБ,(90NR04D1-M03840)
s270,Ноутбук Acer Swift 3 SF314-54 I382UW (NX.GXZER.001),219990,Acer,Ноутбуки,Нет в наличии,452819,"14″ - 35,56 см",Windows 10,Intel® Core™ i3-8130U,2.2 ГГц,8 ГБ,SSD,256 Гб,,,,(NX.GXZER.001)
s271,Ноутбук Asus Laptops 15 X509JA-EJ062 I341TUN (90NB0QE1-M13580),179990,Asus,Ноутбуки,Нет в наличии,467034,"15,6″ - 39,62 см",DOS,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,,,(90NB0QE1-M13580)
s272,Ноутбук Lenovo IdeaPad 3 15ADA05 (81W100RBRK),154990,Lenovo,Ноутбуки,Нет в наличии,473361,"15,6″ - 39,62 см",Windows 10,AMD Athlon™ Silver 3050U,2.3 ГГц,4 ГБ,HDD,1 ТБ,Radeon,Vega 3,,(81W100RBRK)
s273,Ноутбук Acer Aspire 3 A315-56-37KC I345UN (NX.HS5ER.018),179990,Acer,Ноутбуки,Нет в наличии,462663,"15,6″ - 39,62 см",DOS,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,SSD,512 ГБ,Intel UHD Graphics,,,(NX.HS5ER.018)
s274,Ноутбук Acer Aspire 3 A315-56-37Y1 I341TUW (NX.HS5ER.00R),189990,Acer,Ноутбуки,Нет в наличии,462664,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,,,(NX.HS5ER.00R)
s275,Ноутбук Asus Laptop 15 X509J I341TUN (90NB0QE1-M14800),219990,Asus,Ноутбуки,Нет в наличии,463044,"15,6″ - 39,62 см",DOS,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,,,(90NB0QE1-M14800)
s276,Ноутбук Acer Aspire 3 A315-54K I341TUW (NX.HEEER.01T),209990,Acer,Ноутбуки,Нет в наличии,459772,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3-8145U,2.1 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,,,(NX.HEEER.01T)
s277,Ноутбук Acer Aspire 3 A315-55G I341TMW (NX.HEHER.01G),222990,Acer,Ноутбуки,Нет в наличии,452818,"15,6″ - 39,62 см",Windows 10,‎Intel® Core™ i3-7020U,2.3 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,130,2 ГБ,(NX.HEHER.01G)
